participantNo,inputType,trialNo,triad,msg,spagCorrect,correctMsg,gMsg
26,Keyboard,18,"woman.png,momandbaby.png,plane.png",When the lady informed Jenn and her son that the plane is falling and is likely to crash Jenn's son was the only one that understood the seriousness of the situation,When the lady informed Jenn and her son that the plane is falling and is likely to crash Jenn's son was the only one that understood the seriousness of the situation,"When the lady informed Jenn and her son that the plane is falling and is likely to crash, Jenn's son was the only one that understood the seriousness of the situation",When the lady informed Jenn and her son that the plane is falling and is likely to crash Jenn's son was the only one that understood the seriousness of the situation
26,Keyboard,19,"boy.png,boat.png,cat.png",When the boy got on the ship he found that the cat was its captain,"When the boy got on the ship, he found that the cat was its captain",When the boy got on the ship he found that the cat was its captain,"When the boy got on the ship, he found that the cat was its captain"
26,Keyboard,20,"doctor.png,plane.png,boy.png",The doctor lied to the kid that he will let him meet his mother if he got on the airplane,The doctor lied to the kid that he will let him meet his mother if he got on the airplane,The doctor lied to the kid that he will let him meet his mother if he got on the airplane,The doctor lied to the kid that he will let him meet his mother if he got on the airplane
27,Keyboard,1,"baby.png,iPhone4.png,man.png",Grandpa uses his phone to play songs which makes little Charlie happy,Grandpa uses his phone to play songs which makes little Charlie happy,Grandpa uses his phone to play songs which makes little Charlie happy,Grandpa uses his phone to play songs which makes little Charlie happy
27,Keyboard,2,"crying.png,youngman.png,santa.png",Charlie is crying because his mother told him santa is not real,Charlie is crying because his mother told him Santa is not real,Charlie is crying because his mother told him Santa is not real,Charlie is crying because his mother told him Santa is not real
27,Keyboard,3,"brocoli.png,hotdog.png,woman.png",Teacher told us to eat spinach instead of hotdogs,Teacher told us to eat spinach instead of hotdogs,Teacher told us to eat spinach instead of hotdogs,Our teacher told us to eat spinach instead of hotdogs
27,Keyboard,4,"crying.png,pup.png,confused.png",Girl is confused why the boy is crying but in reality he is crying because he lost his dog,"Girl is confused why the boy is crying but in reality, he is crying because he lost his dog",Girl is confused why the boy is crying but in reality he is crying because he lost his dog,"The girl is confused why the boy is crying but in reality, he is crying because he lost his dog"
27,Keyboard,5,"boy.png,boat.png,cat.png",Jack sailed in Titanic and reached America to meet his cat,Jack sailed in Titanic and reached America to meet his cat,Jack sailed on the Titanic and reached America to meet his cat,Jack sailed on the Titanic and reached America to meet his cat
27,Keyboard,6,"bicycle.png,youngman.png,santa.png",Santa gifted a bicycle to Margaret on Christmas,Santa gifted a bicycle to Margaret on Christmas,Santa gifted a bicycle to Margaret on Christmas,Santa gifted a bicycle to Margaret on Christmas
27,Keyboard,7,"doctor.png,plane.png,boy.png",Boy told the doctor he wants to become a pilot once he grows up,Boy told the doctor he wants to become a pilot once he grows up,Boy told the doctor he wants to become a pilot once he grows up,The boy told the doctor he wants to become a pilot once he grows up
27,Keyboard,8,"swings.png,crying.png,raincloud.png",Boy slipped from the swing and hurt his leg because the swing was slippery due to rain,Boy slipped from the swing and hurt his leg because the swing was slippery due to rain,Boy slipped from the swing and hurt his leg because the swing was slippery due to rain,The boy slipped from the swing and hurt his leg because the swing was slippery due to rain
27,Keyboard,9,"grandma.png,heart.png,teddybear.png",Grandma loves her teddy bear that her deceased husband gifter her before passing away,Grandma loves her teddy bear that her deceased husband gifted her before passing away,Grandma loves her teddy bear that her deceased husband gifted her before passing away,Grandma loves her teddy bear that her deceased husband gifted her before passing away
27,Keyboard,10,"house.png,Friends.png,mug.png",3 friends are having coffee party at Jack's house,3 friends are having coffee party at Jack's house,3 friends are having a coffee party at Jack's house,3 friends are having a coffee party at Jack's house
27,Keyboard,11,"woman.png,momandbaby.png,plane.png",Teacher told my mother to take my brother to another country in plane so he can experience plane ride as well,Teacher told my mother to take my brother to another country in plane so he can experience plane ride as well,Teacher told my mother to take my brother to another country on a plane so he can experience plane ride as well,My teacher told my mother to take my brother to another country by plane so he can experience a plane ride as well
27,Keyboard,12,"flower.png,bench.png,man.png",Old man plucks Ree flower and sits on a green bench,Old man plucks a red flower and sits on a green bench,Old man plucks a red flower and sits on a green bench,Old man plucks a red flower and sits on a green bench
27,Keyboard,13,"boy.png,Friends.png,present.png",Jack is happy because his family gave him the gift he was looking for,Jack is happy because his family gave him the gift he was looking for,Jack is happy because his family gave him the gift he was looking for,Jack is happy because his family gave him the gift he was looking for
27,Keyboard,14,"sun.png,house.png,baby.png",Jhonny gets out of his house to play in sun during weekdays,Johnny gets out of his house to play in sun during weekdays,Johnny gets out of his house to play in sun during weekdays,Johnny gets out of his house to play in the sun during weekdays
27,Keyboard,15,"apple.png,doctor.png,house.png",Doctor took magical apple into his house,Doctor took magical apple into his house,Doctor took a magical apple into his house,The doctor took a magical apple into his house
27,Keyboard,16,"soccer.png,youngman.png,heart.png",Football is good for Margaret's cardiac health,Football is good for Margaret's cardiac health,Football is good for Margaret's cardiac health,Football is good for Margaret's cardiac health
27,Keyboard,17,"turtle.png,cooking-pan.png,youngman.png",Margaret will be cooking a turtle today,Margaret will be cooking a turtle today,Margaret will be cooking a turtle today,Margaret will be cooking a turtle today
27,Keyboard,18,"cooking.png,house.png,soccer.png",Margaret likes to cook and play football in her house,Margaret likes to cook and play football in her house,Margaret likes to cook and play football in her house,Margaret likes to cook and play football in her house
